conversion_id,user_id,lead_date,conversion_date,lead_stage,customer_journey,product,deal_value,country,city,conversion_status
C007657,2351,2024-09-09,2025-02-16,Lead,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,46094.91,UK,Bangalore,Won
C007658,1451,2025-04-30,2024-02-17,Opportunity,Instagram Ads > Website > Email > Purchase,Pro Plan,37236.94,Germany,Sydney,Won
C007659,4316,2025-12-30,2024-09-06,SQL,Instagram Ads > Website > Email > Purchase,Marketing Suite,1233.08,USA,Delhi,Lost
C007660,1471,2024-02-20,2024-05-03,MQL,Instagram Ads > Website > Email > Purchase,,8372.88,Australia,Delhi,Won
C007661,2643,2024-10-09,2025-08-14,Opportunity,Instagram Ads > Website > Email > Purchase,Pro Plan,1611.49,Germany,New York,Won
C007662,4075,2024-02-11,2024-06-24,Won,Instagram Ads > Website > Email > Purchase,Enterprise Plan,4850.28,Australia,Mumbai,Lost
C007663,1287,2025-02-01,2025-10-29,Lost,Google Ads > Website > Email > Purchase,Enterprise Plan,35333.91,USA,Berlin,Won
C007664,4267,2025-08-05,2025-02-06,Won,Instagram Ads > Website > Email > Purchase,Basic Plan,32015.48,Australia,New York,Won
C007665,2619,2024-08-06,2025-02-27,Lost,LinkedIn Ads > Demo > Purchase,Basic Plan,29196.86,Australia,Delhi,Lost
C007666,2731,2025-03-09,2025-10-01,Lost,Instagram Ads > Website > Email > Purchase,Basic Plan,15884.81,USA,New York,Won
C007667,4286,2025-10-03,2024-11-10,Won,Instagram Ads > Website > Email > Purchase,Marketing Suite,10539.05,Australia,,Won
C007668,4045,2025-06-11,2025-09-03,MQL,YouTube Ads > Website > Direct > Purchase,Pro Plan,15975.31,USA,,Won
C007669,2706,2024-05-10,2025-02-15,SQL,LinkedIn Ads > Demo > Purchase,Analytics Suite,28382.76,Australia,London,Lost
C007670,3774,2025-07-15,2024-05-19,MQL,YouTube Ads > Website > Direct > Purchase,Marketing Suite,12954.37,UK,,Won
C007671,3925,2024-07-07,2024-09-16,SQL,YouTube Ads > Website > Direct > Purchase,Basic Plan,49575.57,UK,New York,Lost
C007672,2303,2024-07-13,2025-10-12,Won,Facebook Ads > Website > Direct > Purchase,Basic Plan,4912.08,Germany,Delhi,Lost
C007673,3372,2025-12-14,2024-08-10,Lead,LinkedIn Ads > Demo > Purchase,Basic Plan,42546.51,India,Berlin,Won
C007674,4279,2024-10-24,2024-02-13,MQL,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,5254.5,Australia,Delhi,Won
C007675,1296,2025-06-23,2025-12-31,SQL,Instagram Ads > Website > Email > Purchase,Pro Plan,36155.54,Australia,Mumbai,Won
C007676,3869,2024-10-29,2024-04-20,Lost,Facebook Ads > Website > Direct > Purchase,Analytics Suite,322.2,Germany,Delhi,Lost
C007677,4140,2025-04-27,2025-02-18,Won,Google Ads > Website > Email > Purchase,Marketing Suite,27943.45,Germany,Bangalore,Lost
C007678,3710,2025-06-30,2025-02-25,Won,Facebook Ads > Website > Direct > Purchase,Marketing Suite,30339.79,India,Mumbai,Won
C007679,4019,2024-01-21,2024-10-22,SQL,Google Ads > Website > Email > Purchase,Pro Plan,8886.37,Australia,London,Won
C007680,3225,2024-08-30,2024-05-17,Opportunity,Google Ads > Website > Email > Purchase,Basic Plan,44769.75,Australia,Delhi,Won
C007681,4140,2024-11-29,2025-09-24,Lost,Instagram Ads > Website > Email > Purchase,Pro Plan,39762.36,India,Delhi,Lost
C007682,1552,2025-04-26,2024-12-29,MQL,LinkedIn Ads > Demo > Purchase,Marketing Suite,2620.47,Germany,Mumbai,Won
C007683,3584,2025-08-31,2025-10-30,Won,LinkedIn Ads > Demo > Purchase,Pro Plan,23277.13,Australia,London,Won
C007684,1235,2024-08-14,2025-03-11,Lost,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,41595.66,Australia,London,Lost
C007685,3304,2025-05-03,2025-04-26,MQL,Google Ads > Website > Email > Purchase,Marketing Suite,36383.09,India,Sydney,Won
C007686,3427,2025-11-28,2025-11-16,Lead,LinkedIn Ads > Demo > Purchase,Marketing Suite,33866.04,Germany,,Won
C007687,3771,2024-06-26,2025-04-20,Lost,Google Ads > Website > Email > Purchase,,47588.64,USA,Sydney,Won
C007688,1410,2025-05-16,2024-08-07,Opportunity,Instagram Ads > Website > Email > Purchase,Basic Plan,17675.92,Germany,New York,Lost
C007689,4067,2024-05-09,2024-12-24,Opportunity,Facebook Ads > Website > Direct > Purchase,Basic Plan,18748.38,USA,Delhi,Won
C007690,3587,2025-10-20,2024-09-10,MQL,YouTube Ads > Website > Direct > Purchase,,46332.58,Germany,Mumbai,Won
C007691,2040,2025-08-31,2024-07-21,Opportunity,Instagram Ads > Website > Email > Purchase,Enterprise Plan,21692.34,India,London,Lost
C007692,2123,2025-11-10,2024-07-19,Opportunity,Facebook Ads > Website > Direct > Purchase,Analytics Suite,1767.09,UK,Delhi,Lost
C007693,2995,2025-06-03,2025-06-08,Lost,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,39305.6,UK,Bangalore,Lost
C007694,4109,2025-06-15,2025-08-01,Lead,Instagram Ads > Website > Email > Purchase,Enterprise Plan,15442.97,India,,Lost
C007695,3343,2024-01-20,2025-06-14,SQL,Google Ads > Website > Email > Purchase,Analytics Suite,12323.52,UK,Sydney,Won
C007696,2105,2025-01-01,2025-01-19,Won,YouTube Ads > Website > Direct > Purchase,Pro Plan,39586.83,India,,Won
C007697,3219,2025-11-06,2024-11-16,Lost,Google Ads > Website > Email > Purchase,Basic Plan,39328.96,USA,Berlin,Won
C007698,2267,2025-02-06,2025-11-12,Lead,Instagram Ads > Website > Email > Purchase,Pro Plan,39610.04,India,London,Won
C007699,3659,2024-06-10,2024-07-17,MQL,Instagram Ads > Website > Email > Purchase,Basic Plan,7326.75,UK,Berlin,Lost
C007700,2863,2024-10-30,2025-06-11,Lost,LinkedIn Ads > Demo > Purchase,Basic Plan,44892.37,Germany,Mumbai,Lost
C007701,3754,2024-12-18,2025-08-17,Won,YouTube Ads > Website > Direct > Purchase,Pro Plan,23262.8,Germany,Berlin,Won
C007702,1800,2024-06-30,2025-03-29,SQL,Google Ads > Website > Email > Purchase,Basic Plan,1084.07,India,Berlin,Won
C007703,1426,2025-04-26,2025-10-05,Won,Facebook Ads > Website > Direct > Purchase,Analytics Suite,34359.73,USA,Berlin,Won
C007704,1877,2024-04-27,2024-05-26,MQL,Google Ads > Website > Email > Purchase,Enterprise Plan,15086.83,UK,London,Won
C007705,1238,2024-08-03,2025-03-09,Won,Facebook Ads > Website > Direct > Purchase,Marketing Suite,8251.01,Germany,Berlin,Lost
C007706,3621,2024-03-03,2024-12-18,Lost,Facebook Ads > Website > Direct > Purchase,Marketing Suite,45826.74,India,Delhi,Won
C007707,1655,2024-05-28,2025-08-17,Opportunity,YouTube Ads > Website > Direct > Purchase,Marketing Suite,9664.76,Australia,New York,Won
C007708,1321,2025-05-15,2025-06-21,Lead,Facebook Ads > Website > Direct > Purchase,Pro Plan,8864.17,Germany,New York,Lost
C007709,2103,2025-01-06,2025-03-05,Won,LinkedIn Ads > Demo > Purchase,Marketing Suite,43073.51,Germany,Mumbai,Won
C007710,1988,2024-04-01,2024-04-22,SQL,Google Ads > Website > Email > Purchase,Marketing Suite,37573.23,Australia,Sydney,Lost
C007711,3262,2025-01-30,2024-01-02,MQL,LinkedIn Ads > Demo > Purchase,Marketing Suite,3114.5,Australia,Berlin,Lost
C007712,2294,2024-08-11,2025-03-02,MQL,Facebook Ads > Website > Direct > Purchase,Pro Plan,39717.03,Australia,New York,Won
C007713,4400,2025-10-07,2025-11-18,Opportunity,LinkedIn Ads > Demo > Purchase,Marketing Suite,18429.31,UK,Delhi,Won
C007714,1515,2024-05-03,2024-08-03,SQL,Instagram Ads > Website > Email > Purchase,Pro Plan,29433.21,Australia,New York,Won
C007715,1260,2025-02-24,2025-10-28,Opportunity,Google Ads > Website > Email > Purchase,Marketing Suite,41616.71,Australia,New York,Won
C007716,1535,2024-03-20,2024-12-02,Opportunity,Google Ads > Website > Email > Purchase,Analytics Suite,5328.93,India,Delhi,Lost
C007717,3954,2024-09-05,2024-11-10,Lead,YouTube Ads > Website > Direct > Purchase,Analytics Suite,31904.35,Australia,Delhi,Won
C007718,3804,2025-04-07,2025-11-10,MQL,Instagram Ads > Website > Email > Purchase,Marketing Suite,10093.19,USA,New York,Lost
C007719,3215,2024-01-11,2024-01-06,Lost,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,38203.96,UK,Delhi,Won
C007720,2701,2025-07-10,2024-01-03,Lead,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,47134.26,UK,Sydney,Lost
C007721,1533,2024-04-13,2024-01-19,Opportunity,LinkedIn Ads > Demo > Purchase,Enterprise Plan,21595.18,Germany,Bangalore,Lost
C007722,1768,2025-02-28,2024-01-28,Lead,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,9218.74,India,London,Won
C007723,2970,2025-07-05,2025-04-01,SQL,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,29410.16,Australia,London,Won
C007724,1901,2025-12-31,2025-02-23,MQL,LinkedIn Ads > Demo > Purchase,Basic Plan,41218.16,India,New York,Won
C007725,2703,2025-11-11,2024-01-12,SQL,LinkedIn Ads > Demo > Purchase,Pro Plan,5829.14,USA,Bangalore,Lost
C007726,4417,2025-10-17,2024-05-31,SQL,LinkedIn Ads > Demo > Purchase,Analytics Suite,5257.21,UK,Bangalore,Won
C007727,1103,2024-06-12,2025-04-19,Lead,Instagram Ads > Website > Email > Purchase,Marketing Suite,41083.97,USA,Mumbai,Won
C007728,3096,2024-07-30,2024-08-10,SQL,YouTube Ads > Website > Direct > Purchase,Basic Plan,15709.25,Germany,London,Lost
C007729,2039,2024-02-06,2025-02-16,SQL,LinkedIn Ads > Demo > Purchase,,16395.32,USA,Mumbai,Won
C007730,1680,2025-04-07,2025-03-17,Won,Facebook Ads > Website > Direct > Purchase,Analytics Suite,11686.83,USA,Bangalore,Won
C007731,2350,2025-09-22,2025-03-16,Won,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,6847.55,India,Sydney,Won
C007732,1902,2024-08-28,2025-06-08,MQL,Instagram Ads > Website > Email > Purchase,Analytics Suite,28135.52,India,Mumbai,Won
C007733,4201,2024-07-13,2025-12-27,Won,Instagram Ads > Website > Email > Purchase,Basic Plan,44882.78,India,Mumbai,Lost
C007734,2368,2024-10-07,2024-08-23,MQL,YouTube Ads > Website > Direct > Purchase,Marketing Suite,45933.14,UK,New York,Won
C007735,3101,2024-01-19,2025-06-06,SQL,Facebook Ads > Website > Direct > Purchase,Pro Plan,43014.26,India,Mumbai,Won
C007736,3607,2024-04-12,2025-07-23,Won,Instagram Ads > Website > Email > Purchase,Basic Plan,38750.84,Germany,Delhi,Won
C007737,4270,2024-06-15,2025-12-08,Lost,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,42965.69,India,Bangalore,Lost
C007738,4144,2025-01-12,2024-06-12,SQL,Google Ads > Website > Email > Purchase,Marketing Suite,9551.04,USA,Sydney,Lost
C007739,2815,2025-12-27,2025-05-26,Opportunity,YouTube Ads > Website > Direct > Purchase,,13787.1,USA,New York,Won
C007740,2644,2024-06-25,2024-01-09,Lead,Instagram Ads > Website > Email > Purchase,Analytics Suite,1177.76,Germany,New York,Won
C007741,1537,2025-06-19,2025-03-31,MQL,YouTube Ads > Website > Direct > Purchase,,44525.17,UK,Bangalore,Won
C007742,2919,2025-10-01,2025-10-23,SQL,Google Ads > Website > Email > Purchase,Analytics Suite,30024.36,USA,Bangalore,Lost
C007743,4143,2025-12-30,2024-07-18,Lead,YouTube Ads > Website > Direct > Purchase,,21766.38,Germany,Sydney,Won
C007744,3094,2025-04-08,2024-11-22,Opportunity,Instagram Ads > Website > Email > Purchase,Marketing Suite,1497.51,Australia,Delhi,Won
C007745,2457,2024-12-07,2025-11-12,Lost,Facebook Ads > Website > Direct > Purchase,Basic Plan,45604.86,UK,London,Lost
C007746,3074,2025-09-13,2024-09-14,Lost,Facebook Ads > Website > Direct > Purchase,Analytics Suite,3402.23,Australia,,Lost
C007747,4380,2024-07-24,2025-09-20,Won,Facebook Ads > Website > Direct > Purchase,Marketing Suite,25408.23,India,Berlin,Won
C007748,1659,2024-10-27,2024-10-17,Won,Facebook Ads > Website > Direct > Purchase,,14397.34,UK,Mumbai,Won
C007749,3939,2025-10-09,2024-02-18,Opportunity,Instagram Ads > Website > Email > Purchase,Marketing Suite,18148.74,UK,Berlin,Lost
C007750,2280,2025-02-12,2024-08-31,Lost,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,26156.09,Germany,New York,Lost
C007751,2395,2024-11-18,2025-01-01,SQL,YouTube Ads > Website > Direct > Purchase,,3097.47,USA,Delhi,Won
C007752,2728,2024-05-27,2024-08-22,MQL,Facebook Ads > Website > Direct > Purchase,Pro Plan,44263.63,Germany,Mumbai,Lost
C007753,1707,2024-11-01,2025-06-29,Won,Facebook Ads > Website > Direct > Purchase,Analytics Suite,34342.58,Australia,Sydney,Lost
C007754,2285,2024-12-16,2024-04-24,Lead,YouTube Ads > Website > Direct > Purchase,Analytics Suite,11056.51,Germany,,Won
C007755,3741,2025-05-12,2024-09-18,Lost,Instagram Ads > Website > Email > Purchase,Marketing Suite,34052.65,Australia,Berlin,Won
C007756,4036,2024-09-05,2025-03-03,SQL,Google Ads > Website > Email > Purchase,Marketing Suite,14051.26,UK,Bangalore,Won
C007757,4209,2025-01-20,2025-07-26,Lost,Instagram Ads > Website > Email > Purchase,Marketing Suite,7579.86,UK,New York,Lost
C007758,4363,2025-12-17,2025-11-03,Won,YouTube Ads > Website > Direct > Purchase,Analytics Suite,47643.05,USA,Berlin,Lost
C007759,1338,2025-11-22,2024-11-23,MQL,Instagram Ads > Website > Email > Purchase,Marketing Suite,2378.63,India,Bangalore,Lost
C007760,3568,2025-04-01,2024-04-14,SQL,LinkedIn Ads > Demo > Purchase,Pro Plan,47281.55,Germany,,Lost
C007761,3861,2025-08-21,2024-08-06,Lead,Google Ads > Website > Email > Purchase,Marketing Suite,2745.44,Australia,Delhi,Won
C007762,2373,2025-07-30,2025-08-25,MQL,YouTube Ads > Website > Direct > Purchase,Marketing Suite,18589.41,Germany,,Won
C007763,1278,2024-01-19,2024-08-30,MQL,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,28590.96,Germany,,Won
C007764,4418,2024-05-17,2024-11-09,SQL,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,13437.18,India,New York,Lost
C007765,3524,2025-04-21,2025-11-11,Lost,LinkedIn Ads > Demo > Purchase,Basic Plan,24342.48,Australia,,Lost
C007766,3500,2025-04-11,2025-01-14,Won,LinkedIn Ads > Demo > Purchase,Analytics Suite,14035.45,UK,Delhi,Won
C007767,4289,2024-07-30,2024-08-28,Lead,Facebook Ads > Website > Direct > Purchase,Basic Plan,4457.97,India,Delhi,Won
C007768,2328,2025-07-16,2025-04-07,Won,Google Ads > Website > Email > Purchase,Marketing Suite,35727.24,Germany,Bangalore,Won
C007769,3570,2024-09-10,2025-12-02,Lead,Facebook Ads > Website > Direct > Purchase,Pro Plan,28091.78,India,London,Lost
C007770,1647,2024-03-03,2024-05-26,SQL,Google Ads > Website > Email > Purchase,Analytics Suite,25684.01,UK,New York,Won
C007771,4341,2025-09-11,2025-06-18,MQL,LinkedIn Ads > Demo > Purchase,Analytics Suite,14218.42,India,Delhi,Lost
C007772,2413,2025-04-08,2024-09-04,MQL,Facebook Ads > Website > Direct > Purchase,Analytics Suite,29045.96,USA,Delhi,Lost
C007773,2333,2024-03-16,2025-10-06,SQL,YouTube Ads > Website > Direct > Purchase,Marketing Suite,45709.65,Australia,Delhi,Won
C007774,2780,2024-01-20,2025-11-21,MQL,Facebook Ads > Website > Direct > Purchase,,34900.65,India,Berlin,Won
C007775,2193,2025-06-15,2025-02-08,Won,LinkedIn Ads > Demo > Purchase,Pro Plan,4421.41,USA,Mumbai,Won
C007776,3707,2025-08-07,2024-04-05,MQL,Instagram Ads > Website > Email > Purchase,Marketing Suite,5497.48,India,Delhi,Won
C007777,2891,2025-05-10,2025-04-26,Lost,Google Ads > Website > Email > Purchase,,24439.69,Germany,Bangalore,Won
C007778,4192,2025-04-12,2024-02-27,Opportunity,Google Ads > Website > Email > Purchase,Analytics Suite,21216.89,India,New York,Won
C007779,2322,2025-10-02,2024-06-01,SQL,LinkedIn Ads > Demo > Purchase,Basic Plan,46885.42,USA,New York,Won
C007780,4333,2025-10-16,2024-08-26,Won,Facebook Ads > Website > Direct > Purchase,,27922.56,USA,,Lost
C007781,3110,2025-03-11,2025-11-20,MQL,Google Ads > Website > Email > Purchase,Pro Plan,9960.53,Germany,Delhi,Lost
C007782,1646,2025-08-29,2025-12-09,Lost,Facebook Ads > Website > Direct > Purchase,Analytics Suite,20402.22,India,Berlin,Won
C007783,3408,2024-12-12,2024-02-05,Lead,YouTube Ads > Website > Direct > Purchase,Basic Plan,16538.74,Germany,,Lost
C007784,1925,2024-12-18,2025-10-31,SQL,Google Ads > Website > Email > Purchase,Enterprise Plan,18872.05,Australia,New York,Won
C007785,3399,2024-08-14,2024-07-31,Won,Facebook Ads > Website > Direct > Purchase,,3677.06,UK,Mumbai,Won
C007786,1947,2024-08-25,2024-02-21,MQL,YouTube Ads > Website > Direct > Purchase,Basic Plan,6917.13,India,Bangalore,Lost
C007787,3735,2024-09-11,2024-03-18,MQL,LinkedIn Ads > Demo > Purchase,Analytics Suite,37797.69,UK,Berlin,Won
C007788,4082,2025-01-11,2024-05-14,Won,Google Ads > Website > Email > Purchase,Analytics Suite,5732.44,USA,Delhi,Lost
C007789,3638,2025-01-01,2024-08-06,Opportunity,LinkedIn Ads > Demo > Purchase,Pro Plan,25792.49,Australia,Delhi,Lost
C007790,1199,2025-05-19,2024-06-03,Lost,Instagram Ads > Website > Email > Purchase,Enterprise Plan,27664.41,USA,New York,Won
C007791,4482,2024-05-02,2025-07-18,Lost,YouTube Ads > Website > Direct > Purchase,Pro Plan,47377.52,Germany,Bangalore,Won
C007792,2560,2025-11-12,2025-06-03,Won,YouTube Ads > Website > Direct > Purchase,Basic Plan,47537.09,Australia,London,Lost
C007793,1723,2024-02-23,2025-12-28,Won,Facebook Ads > Website > Direct > Purchase,Marketing Suite,3563.7,USA,Delhi,Lost
C007794,2103,2024-04-06,2024-07-07,Opportunity,Instagram Ads > Website > Email > Purchase,Marketing Suite,14316.82,Australia,Mumbai,Lost
C007795,1937,2024-04-09,2025-06-18,Won,Google Ads > Website > Email > Purchase,Enterprise Plan,17539.38,Germany,New York,Won
C007796,2717,2024-12-14,2025-09-22,Lead,LinkedIn Ads > Demo > Purchase,Basic Plan,36358.2,USA,Berlin,Won
C007797,1356,2024-05-22,2025-10-12,MQL,LinkedIn Ads > Demo > Purchase,Basic Plan,40644.91,USA,Bangalore,Lost
C007798,3997,2025-01-09,2025-02-23,Won,Facebook Ads > Website > Direct > Purchase,Basic Plan,38863.3,UK,Mumbai,Won
C007799,4231,2025-09-27,2024-04-28,Opportunity,Google Ads > Website > Email > Purchase,Basic Plan,9697.83,Australia,London,Won
C007800,2808,2024-01-16,2024-04-28,Lead,Google Ads > Website > Email > Purchase,Basic Plan,43512.94,USA,Delhi,Won
C007801,2265,2025-10-24,2024-06-03,Lead,Google Ads > Website > Email > Purchase,Analytics Suite,12532.17,Australia,London,Lost
C007802,3726,2024-04-13,2025-01-04,Lost,Facebook Ads > Website > Direct > Purchase,Basic Plan,33101.87,USA,Berlin,Won
C007803,3640,2025-11-05,2024-09-09,Lead,Google Ads > Website > Email > Purchase,Pro Plan,27866.84,India,,Won
C007804,3557,2024-11-20,2025-03-26,Opportunity,Google Ads > Website > Email > Purchase,,23754.85,India,London,Won
C007805,1287,2025-10-25,2024-01-01,Lost,Instagram Ads > Website > Email > Purchase,Basic Plan,3802.29,UK,Sydney,Lost
C007806,3676,2024-01-20,2025-03-04,Lost,Instagram Ads > Website > Email > Purchase,Pro Plan,36479.88,USA,Delhi,Won
C007807,2658,2025-04-21,2025-06-02,Lost,Google Ads > Website > Email > Purchase,Analytics Suite,37910.74,Germany,Bangalore,Lost
C007808,4364,2025-03-16,2025-09-13,SQL,Google Ads > Website > Email > Purchase,Marketing Suite,42555.44,Australia,London,Won
C007809,4418,2024-10-08,2024-06-10,Opportunity,Google Ads > Website > Email > Purchase,,46764.06,USA,Bangalore,Lost
C007810,1040,2024-11-19,2025-02-09,Opportunity,Google Ads > Website > Email > Purchase,Basic Plan,10956.29,UK,Delhi,Lost
C007811,2439,2024-11-26,2024-12-20,Lead,LinkedIn Ads > Demo > Purchase,Enterprise Plan,26394.5,Australia,Bangalore,Lost
C007812,2671,2024-07-18,2025-08-22,Lost,Facebook Ads > Website > Direct > Purchase,Analytics Suite,38214.16,India,New York,Lost
C007813,2729,2024-06-04,2024-06-20,SQL,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,5588.73,Germany,Berlin,Won
C007814,4341,2024-04-08,2024-12-28,MQL,Facebook Ads > Website > Direct > Purchase,Basic Plan,12310.3,USA,Berlin,Won
C007815,4444,2025-09-11,2024-07-11,Lost,Instagram Ads > Website > Email > Purchase,Enterprise Plan,44939.83,Australia,London,Won
C007816,1531,2025-07-27,2024-02-07,MQL,Instagram Ads > Website > Email > Purchase,Enterprise Plan,2417.02,India,London,Lost
C007817,2783,2025-04-19,2024-11-19,Lead,Facebook Ads > Website > Direct > Purchase,,36750.04,USA,Delhi,Won
C007818,1820,2024-12-18,2024-08-03,Lost,Google Ads > Website > Email > Purchase,Enterprise Plan,14780.28,UK,New York,Won
C007819,1913,2024-12-11,2025-12-17,MQL,LinkedIn Ads > Demo > Purchase,,48511.68,UK,Berlin,Lost
C007820,2585,2024-12-21,2025-05-07,MQL,Facebook Ads > Website > Direct > Purchase,Marketing Suite,45295.74,Australia,Delhi,Won
C007821,4178,2024-01-22,2025-09-19,SQL,Facebook Ads > Website > Direct > Purchase,,37034.55,Australia,London,Won
C007822,2133,2024-12-25,2024-04-12,SQL,YouTube Ads > Website > Direct > Purchase,Marketing Suite,34760.92,UK,Bangalore,Won
C007823,2937,2025-04-10,2025-09-13,SQL,LinkedIn Ads > Demo > Purchase,Enterprise Plan,32759.39,India,,Lost
C007824,1535,2025-09-07,2025-05-14,Lead,YouTube Ads > Website > Direct > Purchase,Pro Plan,1671.48,Germany,Berlin,Lost
C007825,1369,2024-01-18,2024-09-26,Lost,YouTube Ads > Website > Direct > Purchase,Marketing Suite,47649.25,USA,Sydney,Won
C007826,3081,2025-02-23,2025-04-03,MQL,Google Ads > Website > Email > Purchase,Analytics Suite,35441.39,UK,Berlin,Won
C007827,2683,2025-02-24,2024-02-27,SQL,Instagram Ads > Website > Email > Purchase,Basic Plan,41368.21,UK,Sydney,Won
C007828,1618,2024-10-23,2025-03-11,Opportunity,Google Ads > Website > Email > Purchase,Enterprise Plan,29909.7,UK,London,Won
C007829,2065,2025-11-22,2024-04-16,MQL,Google Ads > Website > Email > Purchase,Basic Plan,40354.45,Australia,,Won
C007830,1816,2024-03-25,2025-01-01,Lost,YouTube Ads > Website > Direct > Purchase,Pro Plan,45723.39,USA,London,Lost
C007831,1500,2024-10-25,2025-11-27,SQL,Instagram Ads > Website > Email > Purchase,Analytics Suite,3956.51,USA,New York,Won
C007832,1139,2024-04-08,2025-11-01,SQL,Instagram Ads > Website > Email > Purchase,Analytics Suite,5622.41,India,London,Lost
C007833,2565,2024-03-22,2024-09-20,Lead,Instagram Ads > Website > Email > Purchase,Basic Plan,28371.44,Germany,Bangalore,Lost
C007834,2076,2024-06-10,2025-05-13,Lost,LinkedIn Ads > Demo > Purchase,,28507.68,India,Delhi,Lost
C007835,1846,2024-01-01,2025-06-27,Lost,YouTube Ads > Website > Direct > Purchase,Enterprise Plan,27774.73,India,Bangalore,Won
C007836,2329,2025-02-06,2024-12-04,SQL,LinkedIn Ads > Demo > Purchase,Analytics Suite,21529.46,UK,Mumbai,Won
C007837,2016,2024-02-27,2025-01-12,Lead,LinkedIn Ads > Demo > Purchase,Marketing Suite,16978.98,USA,,Won
C007838,1982,2024-05-21,2025-01-20,MQL,YouTube Ads > Website > Direct > Purchase,Basic Plan,4718.55,USA,London,Lost
C007839,4012,2025-01-28,2024-07-24,Lead,LinkedIn Ads > Demo > Purchase,,6179.7,USA,,Won
C007840,3346,2024-03-25,2024-01-19,MQL,Facebook Ads > Website > Direct > Purchase,Analytics Suite,2971.92,Australia,Sydney,Won
C007841,3348,2024-01-17,2025-12-10,MQL,LinkedIn Ads > Demo > Purchase,Enterprise Plan,298.36,USA,Sydney,Won
C007842,2255,2025-07-15,2024-11-19,Won,LinkedIn Ads > Demo > Purchase,Basic Plan,33376.63,UK,Bangalore,Won
C007843,2796,2024-06-10,2025-02-03,MQL,YouTube Ads > Website > Direct > Purchase,Marketing Suite,4697.48,USA,,Won
C007844,4427,2024-06-25,2024-01-02,Lost,Google Ads > Website > Email > Purchase,,420.54,Australia,Bangalore,Won
C007845,3994,2024-12-24,2025-12-14,Lead,Google Ads > Website > Email > Purchase,Enterprise Plan,9528.38,UK,Sydney,Won
C007846,1234,2024-01-14,2024-11-20,SQL,LinkedIn Ads > Demo > Purchase,Analytics Suite,3378.48,Australia,New York,Won
C007847,1906,2024-08-24,2024-10-11,Opportunity,Facebook Ads > Website > Direct > Purchase,Pro Plan,35805.06,India,Delhi,Won
C007848,1150,2024-04-14,2025-06-23,Lost,YouTube Ads > Website > Direct > Purchase,Basic Plan,10613.68,Australia,Delhi,Won
C007849,1952,2025-02-24,2024-01-30,Lost,YouTube Ads > Website > Direct > Purchase,Analytics Suite,318.57,USA,,Lost
C007850,2660,2024-10-20,2024-12-23,MQL,LinkedIn Ads > Demo > Purchase,Enterprise Plan,45824.54,USA,Berlin,Won
C007851,1183,2025-08-05,2025-09-17,Won,LinkedIn Ads > Demo > Purchase,Marketing Suite,33060.68,Germany,London,Lost
C007852,1614,2024-09-18,2025-07-05,Opportunity,Facebook Ads > Website > Direct > Purchase,Marketing Suite,33951.47,USA,Sydney,Lost
C007853,4297,2025-08-18,2024-10-31,Won,LinkedIn Ads > Demo > Purchase,Analytics Suite,7230.82,UK,Berlin,Lost
C007854,1484,2025-02-27,2024-08-24,Opportunity,Facebook Ads > Website > Direct > Purchase,Enterprise Plan,15818.72,India,Bangalore,Won
C007855,3346,2024-05-14,2025-04-15,Opportunity,Instagram Ads > Website > Email > Purchase,Enterprise Plan,36786.81,USA,Bangalore,Won
C007856,3553,2025-06-19,2025-02-05,SQL,Instagram Ads > Website > Email > Purchase,Basic Plan,49236.97,UK,Berlin,Won
C007857,2691,2024-01-01,2024-04-18,Lost,Instagram Ads > Website > Email > Purchase,Enterprise Plan,23944.7,USA,Mumbai,Won
C007858,2903,2025-05-06,2024-08-14,Lead,Google Ads > Website > Email > Purchase,Marketing Suite,18785.51,Australia,Mumbai,Won
C007859,1781,2025-09-17,2024-02-15,Opportunity,Google Ads > Website > Email > Purchase,Marketing Suite,48203.24,Germany,Sydney,Won
C007860,4069,2025-04-13,2025-08-16,Won,YouTube Ads > Website > Direct > Purchase,Marketing Suite,33181.31,USA,Berlin,Won
C007861,1360,2025-02-20,2024-01-30,Lost,LinkedIn Ads > Demo > Purchase,Pro Plan,34999.08,India,Mumbai,Lost
C007862,2152,2025-11-14,2024-04-14,SQL,YouTube Ads > Website > Direct > Purchase,Basic Plan,31886.53,Germany,New York,Won
C007863,2116,2025-04-09,2024-02-10,MQL,Instagram Ads > Website > Email > Purchase,,44954.1,India,Mumbai,Won
C007864,1512,2024-10-31,2024-02-27,Lost,Instagram Ads > Website > Email > Purchase,Marketing Suite,14256.05,India,Bangalore,Won
